,cmplnt_num,cmplnt_fr_dt,cmplnt_fr_tm,addr_pct_cd,rpt_dt,ky_cd,ofns_desc,pd_cd,pd_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,hadevelopt,housing_psa,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,latitude,longitude,lat_lon,patrol_boro,vic_age_group,vic_race,vic_sex,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,cmplnt_to_dt,cmplnt_to_tm,parks_nm,transit_district,station_name
0,325341655,2015-02-11T00:00:00.000,15:00:00,73,2015-02-11T00:00:00.000,359,OFFENSES AGAINST PUBLIC ADMINI,749.0,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,TILDEN,405,1009656.0,181287.0,25-44,BLACK,M,40.664239422,-73.908425011,"{'latitude': '40.664239422', 'longitude': '-73.908425011'}",PATROL BORO BKLYN NORTH,<18,BLACK,M,17614.0,55.0,2.0,17.0,46.0,,,,,
1,393816841,2012-03-17T00:00:00.000,10:30:00,69,2012-03-17T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,114.0,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,NA,1014035.0,174133.0,,,,40.644589618,-73.892672426,"{'latitude': '40.644589618', 'longitude': '-73.892672426'}",PATROL BORO BKLYN SOUTH,45-64,BLACK,F,13827.0,5.0,2.0,8.0,42.0,2012-03-17T00:00:00.000,11:00:00,NA,,
2,802896158,2016-10-27T00:00:00.000,13:48:00,71,2016-11-03T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0.0,,NA,1000222.0,179282.0,<18,BLACK,M,40.658758183,-73.942434788,"{'latitude': '40.658758183', 'longitude': '-73.942434788'}",PATROL BORO BKLYN SOUTH,18-24,BLACK,M,16866.0,17.0,2.0,11.0,44.0,2016-11-03T00:00:00.000,13:49:00,,,
3,633812343,2014-11-27T00:00:00.000,19:00:00,112,2014-11-28T00:00:00.000,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1025420.0,202485.0,25-44,WHITE HISPANIC,M,40.722363687,-73.851473894,"{'latitude': '40.722363687', 'longitude': '-73.851473894'}",PATROL BORO QUEENS NORTH,25-44,WHITE,F,14786.0,40.0,3.0,28.0,70.0,2014-11-27T00:00:00.000,22:30:00,,,
4,300349533,2013-12-11T00:00:00.000,13:30:00,24,2013-12-12T00:00:00.000,109,GRAND LARCENY,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,DOCTOR/DENTIST OFFICE,N.Y. POLICE DEPT,0.0,,NA,992848.0,228356.0,,,,40.793464597,-73.968949638,"{'latitude': '40.793464597', 'longitude': '-73.968949638'}",PATROL BORO MAN NORTH,45-64,WHITE,F,12422.0,20.0,4.0,23.0,15.0,2013-12-11T00:00:00.000,14:15:00,NA,,
5,944253539,2013-08-28T00:00:00.000,11:00:00,63,2013-08-28T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0.0,,NA,1007048.0,167105.0,,,,40.625319998,-73.917873518,"{'latitude': '40.625319998', 'longitude': '-73.917873518'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,D,13825.0,5.0,2.0,8.0,38.0,2013-08-28T00:00:00.000,11:30:00,NA,,
6,608679532,2013-12-04T00:00:00.000,18:30:00,101,2013-12-05T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1051824.0,158026.0,,WHITE HISPANIC,F,40.600171728,-73.756663063,"{'latitude': '40.600171728', 'longitude': '-73.756663063'}",PATROL BORO QUEENS SOUTH,45-64,BLACK,F,20529.0,51.0,3.0,47.0,59.0,2013-12-04T00:00:00.000,18:40:00,NA,,
7,882178622,2013-09-14T00:00:00.000,08:40:00,49,2013-09-14T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,1022583.0,249362.0,45-64,BLACK,M,40.851041106,-73.861441322,"{'latitude': '40.851041106', 'longitude': '-73.861441322'}",PATROL BORO BRONX,25-44,WHITE HISPANIC,F,11271.0,59.0,5.0,12.0,32.0,2013-09-14T00:00:00.000,08:40:00,NA,,
8,240183498,2013-01-31T00:00:00.000,23:47:00,40,2013-01-31T00:00:00.000,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,,811,1007373.0,232752.0,,,,40.805504347,-73.916477252,"{'latitude': '40.805504347', 'longitude': '-73.916477252'}",PATROL BORO BRONX,,UNKNOWN,E,10932.0,49.0,5.0,35.0,23.0,,,NA,,
9,895680254,2016-09-17T00:00:00.000,00:05:00,60,2016-09-17T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,984501.0,147851.0,UNKNOWN,BLACK,M,40.572500982,-73.999097946,"{'latitude': '40.572500982', 'longitude': '-73.999097946'}",PATROL BORO BKLYN SOUTH,25-44,BLACK,F,18184.0,21.0,2.0,45.0,35.0,2016-09-17T00:00:00.000,00:15:00,,,
10,450452011,2012-10-21T00:00:00.000,00:30:00,26,2012-10-21T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,997234.0,235805.0,,UNKNOWN,U,40.813904701,-73.953095126,"{'latitude': '40.813904701', 'longitude': '-73.953095126'}",PATROL BORO MAN NORTH,45-64,WHITE HISPANIC,M,12424.0,37.0,4.0,23.0,17.0,2012-10-21T00:00:00.000,00:35:00,NA,,
11,470101747,2014-06-03T00:00:00.000,18:25:00,32,2014-06-03T00:00:00.000,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,999358.0,236472.0,,,,40.815732053,-73.945420411,"{'latitude': '40.815732053', 'longitude': '-73.945420411'}",PATROL BORO MAN NORTH,45-64,BLACK,F,12427.0,18.0,4.0,36.0,20.0,,,,,
12,760733082,2015-05-17T00:00:00.000,12:01:00,70,2015-05-17T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0.0,,NA,994303.0,172997.0,,,,40.641515918,-73.96377755,"{'latitude': '40.641515918', 'longitude': '-73.96377755'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,D,13510.0,60.0,2.0,11.0,43.0,2015-05-17T00:00:00.000,12:08:00,,,
13,326188407,2013-02-06T00:00:00.000,10:45:00,33,2013-02-06T00:00:00.000,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0.0,,NA,1001068.0,246349.0,,,,40.842838501,-73.939217894,"{'latitude': '40.842838501', 'longitude': '-73.939217894'}",PATROL BORO MAN NORTH,,UNKNOWN,D,13090.0,47.0,4.0,39.0,21.0,2013-02-06T00:00:00.000,11:00:00,NA,,
14,882568598,2017-06-28T00:00:00.000,09:30:00,120,2017-06-28T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,RICHMOND TERRACE,10143,959780.0,175052.0,25-44,WHITE,U,40.647128347,-74.088181423,"{'latitude': '40.647128347', 'longitude': '-74.088181423'}",PATROL BORO STATEN ISLAND,45-64,BLACK,F,10369.0,4.0,1.0,13.0,74.0,2017-06-28T00:00:00.000,09:45:00,,,
15,971510739,2015-09-22T00:00:00.000,15:00:00,34,2015-10-10T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1003905.0,250645.0,<18,WHITE HISPANIC,F,40.854623892,-73.92895183,"{'latitude': '40.854623892', 'longitude': '-73.92895183'}",PATROL BORO MAN NORTH,<18,WHITE HISPANIC,F,13098.0,47.0,4.0,39.0,22.0,,,,,
16,253264123,2012-12-10T00:00:00.000,12:09:00,44,2012-12-10T00:00:00.000,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0.0,,NA,1007839.0,246906.0,,,,40.844351811,-73.914744223,"{'latitude': '40.844351811', 'longitude': '-73.914744223'}",PATROL BORO BRONX,,UNKNOWN,E,10930.0,50.0,5.0,29.0,27.0,2012-12-10T00:00:00.000,12:10:00,NA,,
17,198456325,2015-07-27T00:00:00.000,02:55:00,68,2015-07-27T00:00:00.000,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,973935.0,169573.0,,UNKNOWN,M,40.632117463,-74.037164163,"{'latitude': '40.632117463', 'longitude': '-74.037164163'}",PATROL BORO BKLYN SOUTH,25-44,WHITE,M,17216.0,10.0,2.0,44.0,41.0,,,,,
18,956258977,2014-07-15T00:00:00.000,21:40:00,107,2014-07-15T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1035547.0,197854.0,,BLACK,M,40.709599802,-73.81497446,"{'latitude': '40.709599802', 'longitude': '-73.81497446'}",PATROL BORO QUEENS SOUTH,25-44,BLACK,M,24670.0,25.0,3.0,24.0,65.0,,,,,
19,221786004,2015-09-30T00:00:00.000,21:00:00,24,2015-10-01T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,993410.0,229866.0,UNKNOWN,UNKNOWN,U,40.797608573,-73.966917906,"{'latitude': '40.797608573', 'longitude': '-73.966917906'}",PATROL BORO MAN NORTH,45-64,UNKNOWN,M,12422.0,20.0,4.0,23.0,15.0,2015-10-01T00:00:00.000,08:15:00,,,
20,896725438,2015-10-20T00:00:00.000,14:00:00,45,2015-10-20T00:00:00.000,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,NA,1027418.0,246508.0,,,,40.843185413,-73.84398293,"{'latitude': '40.843185413', 'longitude': '-73.84398293'}",PATROL BORO BRONX,45-64,WHITE HISPANIC,F,11270.0,43.0,5.0,12.0,28.0,2015-10-20T00:00:00.000,16:00:00,,,
21,171315231,2015-06-21T00:00:00.000,11:25:00,88,2015-06-21T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,990671.0,190109.0,18-24,BLACK,M,40.688487945,-73.97684841,"{'latitude': '40.688487945', 'longitude': '-73.97684841'}",PATROL BORO BKLYN NORTH,45-64,BLACK,F,17619.0,68.0,2.0,48.0,55.0,,,,,
22,346489749,2014-01-01T00:00:00.000,01:00:00,18,2014-01-01T00:00:00.000,109,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0.0,,NA,989194.0,218964.0,,,,40.767688839,-73.982153026,"{'latitude': '40.767688839', 'longitude': '-73.982153026'}",PATROL BORO MAN SOUTH,18-24,WHITE,F,12081.0,12.0,4.0,10.0,10.0,,,,,
23,497446054,2013-02-26T00:00:00.000,14:00:00,13,2013-02-26T00:00:00.000,109,GRAND LARCENY,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0.0,,NA,987832.0,210697.0,,,,40.744998683,-73.987074409,"{'latitude': '40.744998683', 'longitude': '-73.987074409'}",PATROL BORO MAN SOUTH,45-64,WHITE HISPANIC,M,11722.0,11.0,4.0,51.0,7.0,2013-02-26T00:00:00.000,14:20:00,NA,,
24,639884813,2015-08-26T00:00:00.000,18:15:00,30,2015-08-26T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,997108.0,238893.0,45-64,WHITE HISPANIC,M,40.822380578,-73.953544401,"{'latitude': '40.822380578', 'longitude': '-73.953544401'}",PATROL BORO MAN NORTH,45-64,WHITE HISPANIC,F,12428.0,37.0,4.0,23.0,19.0,2015-08-26T00:00:00.000,18:30:00,,,
25,844389792,2014-05-12T00:00:00.000,21:30:00,10,2014-05-13T00:00:00.000,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,984976.0,212289.0,,,,40.749369019,-73.997381224,"{'latitude': '40.749369019', 'longitude': '-73.997381224'}",PATROL BORO MAN SOUTH,45-64,WHITE,M,11722.0,12.0,4.0,10.0,6.0,2014-05-13T00:00:00.000,05:10:00,,,
26,380032100,2013-06-08T00:00:00.000,19:20:00,50,2013-06-08T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,1011414.0,256215.0,,BLACK HISPANIC,F,40.869891946,-73.901785463,"{'latitude': '40.869891946', 'longitude': '-73.901785463'}",PATROL BORO BRONX,45-64,WHITE HISPANIC,F,11606.0,48.0,5.0,29.0,33.0,2013-06-08T00:00:00.000,19:25:00,NA,,
27,774277905,2012-11-08T00:00:00.000,16:10:00,13,2012-11-08T00:00:00.000,118,DANGEROUS WEAPONS,792.0,WEAPONS POSSESSION 1 & 2,ATTEMPTED,FELONY,MANHATTAN,,HOSPITAL,N.Y. POLICE DEPT,0.0,,NA,989360.0,206199.0,,,,40.732652035,-73.981563444,"{'latitude': '40.732652035', 'longitude': '-73.981563444'}",PATROL BORO MAN SOUTH,,UNKNOWN,E,11729.0,71.0,4.0,50.0,7.0,,,NA,,
28,947597477,2015-09-18T00:00:00.000,00:30:00,63,2015-09-18T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,NA,1003469.0,166387.0,,BLACK,F,40.623357724,-73.93076861,"{'latitude': '40.623357724', 'longitude': '-73.93076861'}",PATROL BORO BKLYN SOUTH,18-24,BLACK HISPANIC,F,13825.0,5.0,2.0,26.0,38.0,2015-09-18T00:00:00.000,03:30:00,,,
29,409783199,2017-03-25T00:00:00.000,13:00:00,43,2017-03-31T00:00:00.000,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BRONX,,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1023259.0,242555.0,UNKNOWN,UNKNOWN,U,40.832354938,-73.859037421,"{'latitude': '40.832354938', 'longitude': '-73.859037421'}",PATROL BORO BRONX,45-64,WHITE HISPANIC,F,11610.0,58.0,5.0,31.0,26.0,,,,,
30,791737161,2016-03-02T00:00:00.000,08:30:00,5,2016-03-02T00:00:00.000,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1.0,,NA,984946.0,200203.0,18-24,BLACK,M,40.716195914,-73.997490746,"{'latitude': '40.716195914', 'longitude': '-73.997490746'}",PATROL BORO MAN SOUTH,18-24,WHITE HISPANIC,F,12076.0,70.0,4.0,32.0,2.0,2016-03-02T00:00:00.000,09:00:00,,2.0,BROOKLYN BRIDGE-CITY HALL
31,529864644,2013-08-06T00:00:00.000,20:00:00,122,2013-08-07T00:00:00.000,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,NA,945578.0,147659.0,,,,40.571889639,-74.139202746,"{'latitude': '40.571889639', 'longitude': '-74.139202746'}",PATROL BORO STATEN ISLAND,45-64,WHITE,M,10693.0,15.0,1.0,14.0,76.0,2013-08-07T00:00:00.000,08:00:00,NA,,
32,662210384,2017-06-28T00:00:00.000,11:20:00,121,2017-06-28T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,REAR OF,PUBLIC SCHOOL,N.Y. POLICE DEPT,0.0,,NA,942825.0,166367.0,<18,WHITE,F,40.623226819,-74.149226973,"{'latitude': '40.623226819', 'longitude': '-74.149226973'}",PATROL BORO STATEN ISLAND,<18,WHITE,F,10700.0,4.0,1.0,13.0,75.0,2017-06-28T00:00:00.000,11:22:00,,,
33,124994407,2013-05-16T00:00:00.000,19:40:00,105,2013-05-16T00:00:00.000,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,NA,1058055.0,203942.0,,UNKNOWN,M,40.726150708,-73.733722345,"{'latitude': '40.726150708', 'longitude': '-73.733722345'}",PATROL BORO QUEENS SOUTH,45-64,ASIAN / PACIFIC ISLANDER,M,24337.0,63.0,3.0,16.0,63.0,2013-05-16T00:00:00.000,19:45:00,NA,,
34,600812557,2011-03-17T00:00:00.000,16:10:00,34,2011-03-17T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1004036.0,250882.0,,,,40.855274094,-73.928477587,"{'latitude': '40.855274094', 'longitude': '-73.928477587'}",PATROL BORO MAN NORTH,<18,BLACK HISPANIC,F,13098.0,47.0,4.0,39.0,22.0,,,NA,,
35,404561315,2013-04-27T00:00:00.000,20:00:00,40,2013-04-28T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0.0,,NA,1006362.0,235446.0,,,,40.812901217,-73.92012028,"{'latitude': '40.812901217', 'longitude': '-73.92012028'}",PATROL BORO BRONX,25-44,WHITE HISPANIC,M,10932.0,49.0,5.0,35.0,23.0,2013-04-28T00:00:00.000,14:23:00,NA,,
36,282246166,2013-07-06T00:00:00.000,13:24:00,77,2013-07-06T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,ALBANY,326,1001278.0,185055.0,,BLACK,F,40.674601815,-73.938614149,"{'latitude': '40.674601815', 'longitude': '-73.938614149'}",PATROL BORO BKLYN NORTH,18-24,BLACK,F,17615.0,16.0,2.0,49.0,49.0,2013-07-06T00:00:00.000,13:29:00,NA,,
37,109579902,2012-04-19T00:00:00.000,13:30:00,40,2012-04-19T00:00:00.000,109,GRAND LARCENY,419.0,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0.0,,NA,1004418.0,234736.0,,BLACK,M,40.810957116,-73.927145248,"{'latitude': '40.810957116', 'longitude': '-73.927145248'}",PATROL BORO BRONX,18-24,WHITE HISPANIC,F,10932.0,49.0,5.0,35.0,23.0,,,NA,,
38,490280266,2016-08-03T00:00:00.000,11:15:00,46,2016-08-03T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,NA,1013674.0,252645.0,45-64,BLACK,M,40.860086139,-73.893629737,"{'latitude': '40.860086139', 'longitude': '-73.893629737'}",PATROL BORO BRONX,45-64,BLACK,F,10936.0,6.0,5.0,22.0,29.0,,,,,
39,879688088,2012-10-04T00:00:00.000,08:20:00,106,2012-10-04T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,NA,1032263.0,187843.0,,UNKNOWN,M,40.682140409,-73.826891092,"{'latitude': '40.682140409', 'longitude': '-73.826891092'}",PATROL BORO QUEENS SOUTH,18-24,ASIAN / PACIFIC ISLANDER,F,24015.0,62.0,3.0,46.0,64.0,2012-10-04T00:00:00.000,08:27:00,NA,,
40,490176323,2014-09-26T00:00:00.000,19:40:00,67,2014-09-26T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0.0,,NA,997992.0,176370.0,,BLACK,U,40.65076912,-73.950478137,"{'latitude': '40.65076912', 'longitude': '-73.950478137'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,D,13510.0,61.0,2.0,11.0,40.0,2014-09-26T00:00:00.000,19:50:00,,,
41,195044738,2014-03-29T00:00:00.000,15:45:00,83,2014-03-29T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0.0,,NA,1009127.0,193992.0,,,,40.699113248,-73.910284899,"{'latitude': '40.699113248', 'longitude': '-73.910284899'}",PATROL BORO BKLYN NORTH,,UNKNOWN,D,15310.0,54.0,3.0,30.0,62.0,2014-03-29T00:00:00.000,16:00:00,,,
42,131306243,2015-09-14T00:00:00.000,19:00:00,78,2015-09-15T00:00:00.000,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0.0,,NA,991971.0,185846.0,,,,40.676785941,-73.972165715,"{'latitude': '40.676785941', 'longitude': '-73.972165715'}",PATROL BORO BKLYN SOUTH,18-24,WHITE,F,13829.0,16.0,2.0,48.0,50.0,2015-09-14T00:00:00.000,19:00:00,,,
43,218199833,2012-05-30T00:00:00.000,18:30:00,76,2012-05-30T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,BUS (NYC TRANSIT),N.Y. POLICE DEPT,0.0,,NA,983363.0,186832.0,,,,40.67949561,-74.003199384,"{'latitude': '40.67949561', 'longitude': '-74.003199384'}",PATROL BORO BKLYN SOUTH,45-64,BLACK,M,13514.0,14.0,2.0,27.0,48.0,2012-05-30T00:00:00.000,18:30:00,NA,,
44,232528347,2014-12-25T00:00:00.000,09:24:00,24,2014-12-25T00:00:00.000,105,ROBBERY,377.0,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0.0,,NA,992524.0,228697.0,25-44,BLACK,M,40.794400859,-73.970119349,"{'latitude': '40.794400859', 'longitude': '-73.970119349'}",PATROL BORO MAN NORTH,,UNKNOWN,D,12422.0,20.0,4.0,23.0,15.0,2014-12-25T00:00:00.000,09:35:00,,,
45,750382356,2013-06-01T00:00:00.000,16:56:00,69,2013-06-01T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0.0,,NA,1014096.0,171113.0,,BLACK,M,40.636300164,-73.892465975,"{'latitude': '40.636300164', 'longitude': '-73.892465975'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,D,13827.0,5.0,2.0,8.0,42.0,2013-06-01T00:00:00.000,17:05:00,NA,,
46,200429223,2015-08-06T00:00:00.000,08:20:00,100,2015-08-07T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,,STREET,N.Y. POLICE DEPT,0.0,,NA,1041142.0,155355.0,25-44,BLACK,M,40.592915401,-73.79515198,"{'latitude': '40.592915401', 'longitude': '-73.79515198'}",PATROL BORO QUEENS SOUTH,25-44,WHITE HISPANIC,F,20530.0,51.0,3.0,47.0,58.0,,,,,
47,141375787,2013-05-09T00:00:00.000,14:30:00,112,2013-05-14T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0.0,,NA,1027194.0,201338.0,25-44,WHITE,M,40.71920702,-73.845081228,"{'latitude': '40.71920702', 'longitude': '-73.845081228'}",PATROL BORO QUEENS NORTH,25-44,WHITE,M,14786.0,40.0,3.0,28.0,70.0,2013-05-09T00:00:00.000,14:40:00,NA,,
